,term,gene,term_short
5735,"HALLMARK UV RESPONSE
 DN",MGLL,UV RESPONSE DN
5736,"HALLMARK UV RESPONSE
 DN",FBLN5,UV RESPONSE DN
5737,"HALLMARK UV RESPONSE
 DN",PDLIM5,UV RESPONSE DN
5738,"HALLMARK UV RESPONSE
 DN",MAPK14,UV RESPONSE DN
5739,"HALLMARK UV RESPONSE
 DN",SRI,UV RESPONSE DN
5740,"HALLMARK UV RESPONSE
 DN",INPP4B,UV RESPONSE DN
5741,"HALLMARK UV RESPONSE
 DN",IGFBP5,UV RESPONSE DN
5742,"HALLMARK UV RESPONSE
 DN",ITGB3,UV RESPONSE DN
5743,"HALLMARK UV RESPONSE
 DN",BDNF,UV RESPONSE DN
5744,"HALLMARK UV RESPONSE
 DN",ID1,UV RESPONSE DN
5745,"HALLMARK UV RESPONSE
 DN",SNAI2,UV RESPONSE DN
5746,"HALLMARK UV RESPONSE
 DN",SCN8A,UV RESPONSE DN
5747,"HALLMARK UV RESPONSE
 DN",ATP2B1,UV RESPONSE DN
5748,"HALLMARK UV RESPONSE
 DN",FHL2,UV RESPONSE DN
5749,"HALLMARK UV RESPONSE
 DN",KIT,UV RESPONSE DN
5750,"HALLMARK UV RESPONSE
 DN",APBB2,UV RESPONSE DN
5751,"HALLMARK UV RESPONSE
 DN",PIK3CD,UV RESPONSE DN
5752,"HALLMARK UV RESPONSE
 DN",DLC1,UV RESPONSE DN
5753,"HALLMARK UV RESPONSE
 DN",MT1E,UV RESPONSE DN
5754,"HALLMARK UV RESPONSE
 DN",DBP,UV RESPONSE DN
5755,"HALLMARK UV RESPONSE
 DN",HAS2,UV RESPONSE DN
5756,"HALLMARK UV RESPONSE
 DN",SLC22A18,UV RESPONSE DN
5757,"HALLMARK UV RESPONSE
 DN",ICA1,UV RESPONSE DN
6883,"HALLMARK KRAS SIGNALING
 UP",ANGPTL4,KRAS SIGNALING UP
6884,"HALLMARK KRAS SIGNALING
 UP",ITGA2,KRAS SIGNALING UP
6885,"HALLMARK KRAS SIGNALING
 UP",SPRY2,KRAS SIGNALING UP
6886,"HALLMARK KRAS SIGNALING
 UP",HBEGF,KRAS SIGNALING UP
6887,"HALLMARK KRAS SIGNALING
 UP",RBP4,KRAS SIGNALING UP
6888,"HALLMARK KRAS SIGNALING
 UP",HSD11B1,KRAS SIGNALING UP
6889,"HALLMARK KRAS SIGNALING
 UP",ETV4,KRAS SIGNALING UP
6890,"HALLMARK KRAS SIGNALING
 UP",GLRX,KRAS SIGNALING UP
6891,"HALLMARK KRAS SIGNALING
 UP",DUSP6,KRAS SIGNALING UP
6892,"HALLMARK KRAS SIGNALING
 UP",SCG5,KRAS SIGNALING UP
6893,"HALLMARK KRAS SIGNALING
 UP",ETV5,KRAS SIGNALING UP
6894,"HALLMARK KRAS SIGNALING
 UP",ITGB2,KRAS SIGNALING UP
6895,"HALLMARK KRAS SIGNALING
 UP",AKT2,KRAS SIGNALING UP
6896,"HALLMARK KRAS SIGNALING
 UP",PPBP,KRAS SIGNALING UP
6897,"HALLMARK KRAS SIGNALING
 UP",G0S2,KRAS SIGNALING UP
6898,"HALLMARK KRAS SIGNALING
 UP",GABRA3,KRAS SIGNALING UP
6899,"HALLMARK KRAS SIGNALING
 UP",IRF8,KRAS SIGNALING UP
6900,"HALLMARK KRAS SIGNALING
 UP",BIRC3,KRAS SIGNALING UP
6901,"HALLMARK KRAS SIGNALING
 UP",FGF9,KRAS SIGNALING UP
6902,"HALLMARK KRAS SIGNALING
 UP",DCBLD2,KRAS SIGNALING UP
6903,"HALLMARK KRAS SIGNALING
 UP",INHBA,KRAS SIGNALING UP
6904,"HALLMARK KRAS SIGNALING
 UP",TFPI,KRAS SIGNALING UP
6905,"HALLMARK KRAS SIGNALING
 UP",TSPAN1,KRAS SIGNALING UP
6906,"HALLMARK KRAS SIGNALING
 UP",ADAM8,KRAS SIGNALING UP
6907,"HALLMARK KRAS SIGNALING
 UP",SLPI,KRAS SIGNALING UP
6908,"HALLMARK KRAS SIGNALING
 UP",PRKG2,KRAS SIGNALING UP
6909,"HALLMARK KRAS SIGNALING
 UP",MMP11,KRAS SIGNALING UP
6910,"HALLMARK KRAS SIGNALING
 UP",MMP10,KRAS SIGNALING UP
6911,"HALLMARK KRAS SIGNALING
 UP",TMEM158,KRAS SIGNALING UP
6912,"HALLMARK KRAS SIGNALING
 UP",TNFAIP3,KRAS SIGNALING UP
6913,"HALLMARK KRAS SIGNALING
 UP",PRDM1,KRAS SIGNALING UP
6914,"HALLMARK KRAS SIGNALING
 UP",GALNT3,KRAS SIGNALING UP
6915,"HALLMARK KRAS SIGNALING
 UP",ETS1,KRAS SIGNALING UP
6916,"HALLMARK KRAS SIGNALING
 UP",MMP9,KRAS SIGNALING UP
6917,"HALLMARK KRAS SIGNALING
 UP",WNT7A,KRAS SIGNALING UP
6918,"HALLMARK KRAS SIGNALING
 UP",IGFBP3,KRAS SIGNALING UP
6919,"HALLMARK KRAS SIGNALING
 UP",SPP1,KRAS SIGNALING UP
6920,"HALLMARK KRAS SIGNALING
 UP",ETV1,KRAS SIGNALING UP
6921,"HALLMARK KRAS SIGNALING
 UP",CLEC4A,KRAS SIGNALING UP
6922,"HALLMARK KRAS SIGNALING
 UP",CCND2,KRAS SIGNALING UP
6923,"HALLMARK KRAS SIGNALING
 UP",TSPAN7,KRAS SIGNALING UP
6924,"HALLMARK KRAS SIGNALING
 UP",ITGBL1,KRAS SIGNALING UP
6925,"HALLMARK KRAS SIGNALING
 UP",EMP1,KRAS SIGNALING UP
6926,"HALLMARK KRAS SIGNALING
 UP",CDADC1,KRAS SIGNALING UP
6927,"HALLMARK KRAS SIGNALING
 UP",KIF5C,KRAS SIGNALING UP
6928,"HALLMARK KRAS SIGNALING
 UP",TRIB2,KRAS SIGNALING UP
6929,"HALLMARK KRAS SIGNALING
 UP",SDCCAG8,KRAS SIGNALING UP
6930,"HALLMARK KRAS SIGNALING
 UP",PCP4,KRAS SIGNALING UP
6931,"HALLMARK KRAS SIGNALING
 UP",CFHR2,KRAS SIGNALING UP
6932,"HALLMARK KRAS SIGNALING
 UP",ALDH1A2,KRAS SIGNALING UP
6933,"HALLMARK KRAS SIGNALING
 UP",NR0B2,KRAS SIGNALING UP
6934,"HALLMARK KRAS SIGNALING
 UP",ALDH1A3,KRAS SIGNALING UP
6935,"HALLMARK KRAS SIGNALING
 UP",AMMECR1,KRAS SIGNALING UP
6936,"HALLMARK KRAS SIGNALING
 UP",SATB1,KRAS SIGNALING UP
6937,"HALLMARK KRAS SIGNALING
 UP",GUCY1A1,KRAS SIGNALING UP
6938,"HALLMARK KRAS SIGNALING
 UP",CSF2,KRAS SIGNALING UP
6939,"HALLMARK KRAS SIGNALING
 UP",APOD,KRAS SIGNALING UP
6940,"HALLMARK KRAS SIGNALING
 UP",TOR1AIP2,KRAS SIGNALING UP
6941,"HALLMARK KRAS SIGNALING
 UP",CMKLR1,KRAS SIGNALING UP
6942,"HALLMARK KRAS SIGNALING
 UP",TMEM176B,KRAS SIGNALING UP
6943,"HALLMARK KRAS SIGNALING
 UP",ADGRA2,KRAS SIGNALING UP
6944,"HALLMARK KRAS SIGNALING
 UP",LAPTM5,KRAS SIGNALING UP
6945,"HALLMARK KRAS SIGNALING
 UP",CD37,KRAS SIGNALING UP
6946,"HALLMARK KRAS SIGNALING
 UP",CAB39L,KRAS SIGNALING UP
6947,"HALLMARK KRAS SIGNALING
 UP",CIDEA,KRAS SIGNALING UP
6948,"HALLMARK KRAS SIGNALING
 UP",ZNF639,KRAS SIGNALING UP
6949,"HALLMARK KRAS SIGNALING
 UP",IL1B,KRAS SIGNALING UP
6950,"HALLMARK KRAS SIGNALING
 UP",GYPC,KRAS SIGNALING UP
6951,"HALLMARK KRAS SIGNALING
 UP",LY96,KRAS SIGNALING UP
6952,"HALLMARK KRAS SIGNALING
 UP",FLT4,KRAS SIGNALING UP
6953,"HALLMARK KRAS SIGNALING
 UP",SPON1,KRAS SIGNALING UP
6954,"HALLMARK KRAS SIGNALING
 UP",BMP2,KRAS SIGNALING UP
6955,"HALLMARK KRAS SIGNALING
 UP",PLEK2,KRAS SIGNALING UP
6956,"HALLMARK KRAS SIGNALING
 UP",IGF2,KRAS SIGNALING UP
6957,"HALLMARK KRAS SIGNALING
 UP",NR1H4,KRAS SIGNALING UP
6958,"HALLMARK KRAS SIGNALING
 UP",SNAP25,KRAS SIGNALING UP
6959,"HALLMARK KRAS SIGNALING
 UP",ACE,KRAS SIGNALING UP
6960,"HALLMARK KRAS SIGNALING
 UP",PRRX1,KRAS SIGNALING UP
6961,"HALLMARK KRAS SIGNALING
 UP",C3AR1,KRAS SIGNALING UP
6962,"HALLMARK KRAS SIGNALING
 UP",TRAF1,KRAS SIGNALING UP
6963,"HALLMARK KRAS SIGNALING
 UP",TLR8,KRAS SIGNALING UP
6964,"HALLMARK KRAS SIGNALING
 UP",ID2,KRAS SIGNALING UP
6965,"HALLMARK KRAS SIGNALING
 UP",TMEM100,KRAS SIGNALING UP
6966,"HALLMARK KRAS SIGNALING
 UP",PLAUR,KRAS SIGNALING UP
6967,"HALLMARK KRAS SIGNALING
 UP",GADD45G,KRAS SIGNALING UP
6968,"HALLMARK KRAS SIGNALING
 UP",CBX8,KRAS SIGNALING UP
6969,"HALLMARK KRAS SIGNALING
 UP",SCN1B,KRAS SIGNALING UP
6970,"HALLMARK KRAS SIGNALING
 UP",PTBP2,KRAS SIGNALING UP
6971,"HALLMARK KRAS SIGNALING
 UP",NAP1L2,KRAS SIGNALING UP
6972,"HALLMARK KRAS SIGNALING
 UP",AKAP12,KRAS SIGNALING UP
6973,"HALLMARK KRAS SIGNALING
 UP",PLAT,KRAS SIGNALING UP
6974,"HALLMARK KRAS SIGNALING
 UP",SCG3,KRAS SIGNALING UP
6975,"HALLMARK KRAS SIGNALING
 UP",ANO1,KRAS SIGNALING UP
6976,"HALLMARK KRAS SIGNALING
 UP",IL1RL2,KRAS SIGNALING UP
6977,"HALLMARK KRAS SIGNALING
 UP",CXCL10,KRAS SIGNALING UP
6978,"HALLMARK KRAS SIGNALING
 UP",ATG10,KRAS SIGNALING UP
6979,"HALLMARK KRAS SIGNALING
 UP",YRDC,KRAS SIGNALING UP
6980,"HALLMARK KRAS SIGNALING
 UP",HDAC9,KRAS SIGNALING UP
6981,"HALLMARK KRAS SIGNALING
 UP",PEG3,KRAS SIGNALING UP
6982,"HALLMARK KRAS SIGNALING
 UP",SEMA3B,KRAS SIGNALING UP
6983,"HALLMARK KRAS SIGNALING
 UP",TNNT2,KRAS SIGNALING UP
6984,"HALLMARK KRAS SIGNALING
 UP",LIF,KRAS SIGNALING UP
6985,"HALLMARK KRAS SIGNALING
 UP",CFB,KRAS SIGNALING UP
6986,"HALLMARK KRAS SIGNALING
 UP",BTC,KRAS SIGNALING UP
6987,"HALLMARK KRAS SIGNALING
 UP",PPP1R15A,KRAS SIGNALING UP
6988,"HALLMARK KRAS SIGNALING
 UP",PTPRR,KRAS SIGNALING UP
6989,"HALLMARK KRAS SIGNALING
 UP",CCL20,KRAS SIGNALING UP
6990,"HALLMARK KRAS SIGNALING
 UP",ARG1,KRAS SIGNALING UP
6991,"HALLMARK KRAS SIGNALING
 UP",RETN,KRAS SIGNALING UP
6992,"HALLMARK KRAS SIGNALING
 UP",KLF4,KRAS SIGNALING UP
6993,"HALLMARK KRAS SIGNALING
 UP",MMD,KRAS SIGNALING UP
6994,"HALLMARK KRAS SIGNALING
 UP",PDCD1LG2,KRAS SIGNALING UP
6995,"HALLMARK KRAS SIGNALING
 UP",HIST1H2BB,KRAS SIGNALING UP
6996,"HALLMARK KRAS SIGNALING
 UP",HOXD11,KRAS SIGNALING UP
6997,"HALLMARK KRAS SIGNALING
 UP",TRIB1,KRAS SIGNALING UP
6998,"HALLMARK KRAS SIGNALING
 UP",F2RL1,KRAS SIGNALING UP
6999,"HALLMARK KRAS SIGNALING
 UP",ANXA10,KRAS SIGNALING UP
7000,"HALLMARK KRAS SIGNALING
 UP",TSPAN13,KRAS SIGNALING UP
7001,"HALLMARK KRAS SIGNALING
 UP",MTMR10,KRAS SIGNALING UP
7002,"HALLMARK KRAS SIGNALING
 UP",CFH,KRAS SIGNALING UP
7003,"HALLMARK KRAS SIGNALING
 UP",LAT2,KRAS SIGNALING UP
7004,"HALLMARK KRAS SIGNALING
 UP",ERO1A,KRAS SIGNALING UP
7005,"HALLMARK KRAS SIGNALING
 UP",RELN,KRAS SIGNALING UP
7006,"HALLMARK KRAS SIGNALING
 UP",KCNN4,KRAS SIGNALING UP
7007,"HALLMARK KRAS SIGNALING
 UP",TMEM176A,KRAS SIGNALING UP
7008,"HALLMARK KRAS SIGNALING
 UP",MAP4K1,KRAS SIGNALING UP
7009,"HALLMARK KRAS SIGNALING
 UP",PTGS2,KRAS SIGNALING UP
7010,"HALLMARK KRAS SIGNALING
 UP",IL33,KRAS SIGNALING UP
7011,"HALLMARK KRAS SIGNALING
 UP",MAFB,KRAS SIGNALING UP
7012,"HALLMARK KRAS SIGNALING
 UP",LCP1,KRAS SIGNALING UP
7013,"HALLMARK KRAS SIGNALING
 UP",NGF,KRAS SIGNALING UP
7014,"HALLMARK KRAS SIGNALING
 UP",CA2,KRAS SIGNALING UP
7015,"HALLMARK KRAS SIGNALING
 UP",SERPINA3,KRAS SIGNALING UP
7016,"HALLMARK KRAS SIGNALING
 UP",RGS16,KRAS SIGNALING UP
7017,"HALLMARK KRAS SIGNALING
 UP",CTSS,KRAS SIGNALING UP
7018,"HALLMARK KRAS SIGNALING
 UP",USP12,KRAS SIGNALING UP
7019,"HALLMARK KRAS SIGNALING
 UP",CPE,KRAS SIGNALING UP
7020,"HALLMARK KRAS SIGNALING
 UP",SPARCL1,KRAS SIGNALING UP
7021,"HALLMARK KRAS SIGNALING
 UP",ABCB1,KRAS SIGNALING UP
7022,"HALLMARK KRAS SIGNALING
 UP",USH1C,KRAS SIGNALING UP
7023,"HALLMARK KRAS SIGNALING
 UP",CSF2RA,KRAS SIGNALING UP
7024,"HALLMARK KRAS SIGNALING
 UP",BTBD3,KRAS SIGNALING UP
7025,"HALLMARK KRAS SIGNALING
 UP",IL2RG,KRAS SIGNALING UP
7026,"HALLMARK KRAS SIGNALING
 UP",DNMBP,KRAS SIGNALING UP
7027,"HALLMARK KRAS SIGNALING
 UP",IL10RA,KRAS SIGNALING UP
7028,"HALLMARK KRAS SIGNALING
 UP",EREG,KRAS SIGNALING UP
7029,"HALLMARK KRAS SIGNALING
 UP",PRELID3B,KRAS SIGNALING UP
7030,"HALLMARK KRAS SIGNALING
 UP",EPHB2,KRAS SIGNALING UP
7031,"HALLMARK KRAS SIGNALING
 UP",FBXO4,KRAS SIGNALING UP
7032,"HALLMARK KRAS SIGNALING
 UP",CROT,KRAS SIGNALING UP
7033,"HALLMARK KRAS SIGNALING
 UP",MPZL2,KRAS SIGNALING UP
7034,"HALLMARK KRAS SIGNALING
 UP",ANKH,KRAS SIGNALING UP
7035,"HALLMARK KRAS SIGNALING
 UP",CBR4,KRAS SIGNALING UP
7036,"HALLMARK KRAS SIGNALING
 UP",DOCK2,KRAS SIGNALING UP
7037,"HALLMARK KRAS SIGNALING
 UP",GPRC5B,KRAS SIGNALING UP
7038,"HALLMARK KRAS SIGNALING
 UP",RABGAP1L,KRAS SIGNALING UP
7039,"HALLMARK KRAS SIGNALING
 UP",MALL,KRAS SIGNALING UP
7040,"HALLMARK KRAS SIGNALING
 UP",STRN,KRAS SIGNALING UP
7041,"HALLMARK KRAS SIGNALING
 UP",ST6GAL1,KRAS SIGNALING UP
7042,"HALLMARK KRAS SIGNALING
 UP",PIGR,KRAS SIGNALING UP
7043,"HALLMARK KRAS SIGNALING
 UP",VWA5A,KRAS SIGNALING UP
7044,"HALLMARK KRAS SIGNALING
 UP",PSMB8,KRAS SIGNALING UP
7045,"HALLMARK KRAS SIGNALING
 UP",F13A1,KRAS SIGNALING UP
7046,"HALLMARK KRAS SIGNALING
 UP",NRP1,KRAS SIGNALING UP
7047,"HALLMARK KRAS SIGNALING
 UP",SOX9,KRAS SIGNALING UP
7048,"HALLMARK KRAS SIGNALING
 UP",JUP,KRAS SIGNALING UP
7049,"HALLMARK KRAS SIGNALING
 UP",ADGRL4,KRAS SIGNALING UP
7050,"HALLMARK KRAS SIGNALING
 UP",ZNF277,KRAS SIGNALING UP
7051,"HALLMARK KRAS SIGNALING
 UP",EPB41L3,KRAS SIGNALING UP
7052,"HALLMARK KRAS SIGNALING
 UP",PCSK1N,KRAS SIGNALING UP
7053,"HALLMARK KRAS SIGNALING
 UP",FUCA1,KRAS SIGNALING UP
7054,"HALLMARK KRAS SIGNALING
 UP",PLVAP,KRAS SIGNALING UP
7055,"HALLMARK KRAS SIGNALING
 UP",ADAM17,KRAS SIGNALING UP
7056,"HALLMARK KRAS SIGNALING
 UP",AVL9,KRAS SIGNALING UP
7057,"HALLMARK KRAS SIGNALING
 UP",ADAMDEC1,KRAS SIGNALING UP
7058,"HALLMARK KRAS SIGNALING
 UP",HKDC1,KRAS SIGNALING UP
7059,"HALLMARK KRAS SIGNALING
 UP",MAP7,KRAS SIGNALING UP
7060,"HALLMARK KRAS SIGNALING
 UP",IL7R,KRAS SIGNALING UP
7061,"HALLMARK KRAS SIGNALING
 UP",RBM4,KRAS SIGNALING UP
7062,"HALLMARK KRAS SIGNALING
 UP",BPGM,KRAS SIGNALING UP
7063,"HALLMARK KRAS SIGNALING
 UP",ENG,KRAS SIGNALING UP
7064,"HALLMARK KRAS SIGNALING
 UP",GFPT2,KRAS SIGNALING UP
7065,"HALLMARK KRAS SIGNALING
 UP",PLAU,KRAS SIGNALING UP
7066,"HALLMARK KRAS SIGNALING
 UP",GNG11,KRAS SIGNALING UP
7067,"HALLMARK KRAS SIGNALING
 UP",PTCD2,KRAS SIGNALING UP
7068,"HALLMARK KRAS SIGNALING
 UP",MAP3K1,KRAS SIGNALING UP
7069,"HALLMARK KRAS SIGNALING
 UP",CBL,KRAS SIGNALING UP
7070,"HALLMARK KRAS SIGNALING
 UP",CXCR4,KRAS SIGNALING UP
7071,"HALLMARK KRAS SIGNALING
 UP",NIN,KRAS SIGNALING UP
7072,"HALLMARK KRAS SIGNALING
 UP",IKZF1,KRAS SIGNALING UP
7073,"HALLMARK KRAS SIGNALING
 UP",WDR33,KRAS SIGNALING UP
7074,"HALLMARK KRAS SIGNALING
 UP",MYCN,KRAS SIGNALING UP
7075,"HALLMARK KRAS SIGNALING
 UP",FCER1G,KRAS SIGNALING UP
7076,"HALLMARK KRAS SIGNALING
 UP",PECAM1,KRAS SIGNALING UP
7077,"HALLMARK KRAS SIGNALING
 UP",CCSER2,KRAS SIGNALING UP
7078,"HALLMARK KRAS SIGNALING
 UP",SNAP91,KRAS SIGNALING UP
7079,"HALLMARK KRAS SIGNALING
 UP",EVI5,KRAS SIGNALING UP
7080,"HALLMARK KRAS SIGNALING
 UP",TNFRSF1B,KRAS SIGNALING UP
7081,"HALLMARK KRAS SIGNALING
 UP",GPNMB,KRAS SIGNALING UP
7082,"HALLMARK KRAS SIGNALING
 UP",TPH1,KRAS SIGNALING UP
8270,"KEGG ARGININE AND
 PROLINE METABOLISM",SRM,ARGININE AND PROLINE M...
8271,"KEGG ARGININE AND
 PROLINE METABOLISM",AZIN2,ARGININE AND PROLINE M...
8272,"KEGG ARGININE AND
 PROLINE METABOLISM",GLUD2,ARGININE AND PROLINE M...
8273,"KEGG ARGININE AND
 PROLINE METABOLISM",GLS2,ARGININE AND PROLINE M...
8274,"KEGG ARGININE AND
 PROLINE METABOLISM",ARG1,ARGININE AND PROLINE M...
8275,"KEGG ARGININE AND
 PROLINE METABOLISM",ARG2,ARGININE AND PROLINE M...
8276,"KEGG ARGININE AND
 PROLINE METABOLISM",GLUD1,ARGININE AND PROLINE M...
8277,"KEGG ARGININE AND
 PROLINE METABOLISM",GLS,ARGININE AND PROLINE M...
8278,"KEGG ARGININE AND
 PROLINE METABOLISM",ASL,ARGININE AND PROLINE M...
8279,"KEGG ARGININE AND
 PROLINE METABOLISM",CKMT1A,ARGININE AND PROLINE M...
8280,"KEGG ARGININE AND
 PROLINE METABOLISM",P4HA2,ARGININE AND PROLINE M...
8281,"KEGG ARGININE AND
 PROLINE METABOLISM",SMS,ARGININE AND PROLINE M...
8282,"KEGG ARGININE AND
 PROLINE METABOLISM",CKB,ARGININE AND PROLINE M...
8283,"KEGG ARGININE AND
 PROLINE METABOLISM",NOS3,ARGININE AND PROLINE M...
8284,"KEGG ARGININE AND
 PROLINE METABOLISM",NOS2,ARGININE AND PROLINE M...
8285,"KEGG ARGININE AND
 PROLINE METABOLISM",NOS1,ARGININE AND PROLINE M...
8286,"KEGG ARGININE AND
 PROLINE METABOLISM",GOT2,ARGININE AND PROLINE M...
8287,"KEGG ARGININE AND
 PROLINE METABOLISM",GLUL,ARGININE AND PROLINE M...
8288,"KEGG ARGININE AND
 PROLINE METABOLISM",P4HA1,ARGININE AND PROLINE M...
8289,"KEGG ARGININE AND
 PROLINE METABOLISM",AOC1,ARGININE AND PROLINE M...
8290,"KEGG ARGININE AND
 PROLINE METABOLISM",ALDH7A1,ARGININE AND PROLINE M...
8291,"KEGG ARGININE AND
 PROLINE METABOLISM",LAP3,ARGININE AND PROLINE M...
8292,"KEGG ARGININE AND
 PROLINE METABOLISM",AGMAT,ARGININE AND PROLINE M...
8293,"KEGG ARGININE AND
 PROLINE METABOLISM",GOT1,ARGININE AND PROLINE M...
8294,"KEGG ARGININE AND
 PROLINE METABOLISM",PYCR1,ARGININE AND PROLINE M...
8295,"KEGG ARGININE AND
 PROLINE METABOLISM",ASS1,ARGININE AND PROLINE M...
8296,"KEGG ARGININE AND
 PROLINE METABOLISM",ALDH18A1,ARGININE AND PROLINE M...
8297,"KEGG ARGININE AND
 PROLINE METABOLISM",SAT1,ARGININE AND PROLINE M...
8298,"KEGG ARGININE AND
 PROLINE METABOLISM",NAGS,ARGININE AND PROLINE M...
8299,"KEGG ARGININE AND
 PROLINE METABOLISM",DAO,ARGININE AND PROLINE M...
8300,"KEGG ARGININE AND
 PROLINE METABOLISM",AMD1,ARGININE AND PROLINE M...
8301,"KEGG ARGININE AND
 PROLINE METABOLISM",MAOB,ARGININE AND PROLINE M...
8302,"KEGG ARGININE AND
 PROLINE METABOLISM",MAOA,ARGININE AND PROLINE M...
8303,"KEGG ARGININE AND
 PROLINE METABOLISM",CPS1,ARGININE AND PROLINE M...
8304,"KEGG ARGININE AND
 PROLINE METABOLISM",P4HA3,ARGININE AND PROLINE M...
8305,"KEGG ARGININE AND
 PROLINE METABOLISM",ALDH1B1,ARGININE AND PROLINE M...
8306,"KEGG ARGININE AND
 PROLINE METABOLISM",GATM,ARGININE AND PROLINE M...
8307,"KEGG ARGININE AND
 PROLINE METABOLISM",ALDH2,ARGININE AND PROLINE M...
8308,"KEGG ARGININE AND
 PROLINE METABOLISM",OTC,ARGININE AND PROLINE M...
8309,"KEGG ARGININE AND
 PROLINE METABOLISM",PRODH2,ARGININE AND PROLINE M...
8310,"KEGG ARGININE AND
 PROLINE METABOLISM",OAT,ARGININE AND PROLINE M...
8311,"KEGG ARGININE AND
 PROLINE METABOLISM",CKM,ARGININE AND PROLINE M...
8312,"KEGG ARGININE AND
 PROLINE METABOLISM",ACY1,ARGININE AND PROLINE M...
8313,"KEGG ARGININE AND
 PROLINE METABOLISM",SAT2,ARGININE AND PROLINE M...
8314,"KEGG ARGININE AND
 PROLINE METABOLISM",ALDH9A1,ARGININE AND PROLINE M...
8315,"KEGG ARGININE AND
 PROLINE METABOLISM",ALDH3A2,ARGININE AND PROLINE M...
8316,"KEGG ARGININE AND
 PROLINE METABOLISM",CKMT1B,ARGININE AND PROLINE M...
8317,"KEGG ARGININE AND
 PROLINE METABOLISM",PYCR3,ARGININE AND PROLINE M...
8318,"KEGG ARGININE AND
 PROLINE METABOLISM",GAMT,ARGININE AND PROLINE M...
8319,"KEGG ARGININE AND
 PROLINE METABOLISM",PRODH,ARGININE AND PROLINE M...
8320,"KEGG ARGININE AND
 PROLINE METABOLISM",ALDH4A1,ARGININE AND PROLINE M...
8321,"KEGG ARGININE AND
 PROLINE METABOLISM",CKMT2,ARGININE AND PROLINE M...
8322,"KEGG ARGININE AND
 PROLINE METABOLISM",PYCR2,ARGININE AND PROLINE M...
8323,"KEGG ARGININE AND
 PROLINE METABOLISM",ODC1,ARGININE AND PROLINE M...
13433,"KEGG TGF BETA
 SIGNALING PATHWAY",TFDP1,TGF BETA SIGNALING PAT...
13434,"KEGG TGF BETA
 SIGNALING PATHWAY",NOG,TGF BETA SIGNALING PAT...
13435,"KEGG TGF BETA
 SIGNALING PATHWAY",TNF,TGF BETA SIGNALING PAT...
13436,"KEGG TGF BETA
 SIGNALING PATHWAY",GDF7,TGF BETA SIGNALING PAT...
13437,"KEGG TGF BETA
 SIGNALING PATHWAY",INHBB,TGF BETA SIGNALING PAT...
13438,"KEGG TGF BETA
 SIGNALING PATHWAY",INHBC,TGF BETA SIGNALING PAT...
13439,"KEGG TGF BETA
 SIGNALING PATHWAY",COMP,TGF BETA SIGNALING PAT...
13440,"KEGG TGF BETA
 SIGNALING PATHWAY",INHBA,TGF BETA SIGNALING PAT...
13441,"KEGG TGF BETA
 SIGNALING PATHWAY",THBS4,TGF BETA SIGNALING PAT...
13442,"KEGG TGF BETA
 SIGNALING PATHWAY",RHOA,TGF BETA SIGNALING PAT...
13443,"KEGG TGF BETA
 SIGNALING PATHWAY",CREBBP,TGF BETA SIGNALING PAT...
13444,"KEGG TGF BETA
 SIGNALING PATHWAY",ROCK1,TGF BETA SIGNALING PAT...
13445,"KEGG TGF BETA
 SIGNALING PATHWAY",ID1,TGF BETA SIGNALING PAT...
13446,"KEGG TGF BETA
 SIGNALING PATHWAY",ID2,TGF BETA SIGNALING PAT...
13447,"KEGG TGF BETA
 SIGNALING PATHWAY",RPS6KB1,TGF BETA SIGNALING PAT...
13448,"KEGG TGF BETA
 SIGNALING PATHWAY",RPS6KB2,TGF BETA SIGNALING PAT...
13449,"KEGG TGF BETA
 SIGNALING PATHWAY",CUL1,TGF BETA SIGNALING PAT...
13450,"KEGG TGF BETA
 SIGNALING PATHWAY",ID4,TGF BETA SIGNALING PAT...
13451,"KEGG TGF BETA
 SIGNALING PATHWAY",SMAD3,TGF BETA SIGNALING PAT...
13452,"KEGG TGF BETA
 SIGNALING PATHWAY",MAPK3,TGF BETA SIGNALING PAT...
13453,"KEGG TGF BETA
 SIGNALING PATHWAY",RBL2,TGF BETA SIGNALING PAT...
13454,"KEGG TGF BETA
 SIGNALING PATHWAY",SMAD4,TGF BETA SIGNALING PAT...
13455,"KEGG TGF BETA
 SIGNALING PATHWAY",RBL1,TGF BETA SIGNALING PAT...
13456,"KEGG TGF BETA
 SIGNALING PATHWAY",NODAL,TGF BETA SIGNALING PAT...
13457,"KEGG TGF BETA
 SIGNALING PATHWAY",SMAD1,TGF BETA SIGNALING PAT...
13458,"KEGG TGF BETA
 SIGNALING PATHWAY",MYC,TGF BETA SIGNALING PAT...
13459,"KEGG TGF BETA
 SIGNALING PATHWAY",SMAD2,TGF BETA SIGNALING PAT...
13460,"KEGG TGF BETA
 SIGNALING PATHWAY",MAPK1,TGF BETA SIGNALING PAT...
13461,"KEGG TGF BETA
 SIGNALING PATHWAY",SMURF2,TGF BETA SIGNALING PAT...
13462,"KEGG TGF BETA
 SIGNALING PATHWAY",SMURF1,TGF BETA SIGNALING PAT...
13463,"KEGG TGF BETA
 SIGNALING PATHWAY",EP300,TGF BETA SIGNALING PAT...
13464,"KEGG TGF BETA
 SIGNALING PATHWAY",BMP8A,TGF BETA SIGNALING PAT...
